x,E,dE,index,job,run,basis,xc,external_force,ix_c,ix_n,system,frame,error,msg,type,time,d,cwd,resname_c,resname_n,frame_index
0.6133853,130.1849,3.921058,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.6187658,130.2292,3.961682,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.6241464,131.6373,4.062914,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.6295269,130.843,4.053407,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.6349075,131.5457,4.04766,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.640288,131.4982,4.010714,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.6456686,132.2918,4.030735,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.6510491,132.6361,4.025152,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.6564297,132.9559,4.024607,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.6618102,130.1874,4.024554,31,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,276,278,triple,97,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000107) needs to be non-negative\n\n,Error.GmxError,1.698,0.133496,run_6/f-603/ixs-276-278/triple/frame-97,SER850,GLY851,1
0.1289263,0.0,0.0,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1322903,-1.470595,0.3780124,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1356542,-0.6734539,0.7448982,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1390182,1.416854,0.8536128,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1423822,4.720939,0.768234,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1457461,9.762675,1.146235,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1491101,15.84794,2.18993,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1524741,20.3055,2.95196,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.155838,24.47692,3.160953,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.159202,28.98346,3.279807,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.162566,33.2312,3.335167,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1659299,37.74189,3.351413,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1692939,42.79111,3.438273,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1726579,47.59968,3.445319,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1760218,52.48289,3.439818,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1793858,57.3566,3.419534,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1827498,62.44113,3.46027,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1861137,66.04312,3.533602,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1894777,69.66961,3.523441,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1928417,73.18884,3.504554,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1962056,77.42485,3.518133,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.1995696,80.10117,3.744416,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2029336,82.90252,3.790441,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2062975,84.75228,4.094153,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2096615,84.26909,4.094154,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2130254,85.92222,4.094155,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2163894,87.9728,4.094155,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2197534,83.79931,4.062043,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2231173,82.07249,4.064384,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2264813,78.17051,4.075867,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2298453,76.15712,4.074462,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2332092,72.87986,4.082409,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2365732,69.80921,4.107223,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2399372,67.32262,4.376888,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2433011,63.29119,4.927316,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2466651,60.47938,5.869189,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2500291,59.37203,7.510948,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.253393,58.70455,9.343374,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.256757,55.43963,9.696019,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.260121,54.62005,10.34466,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2634849,53.48756,10.32483,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2668489,56.79047,10.56918,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2702129,55.65948,10.48649,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2735768,53.39826,10.25563,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2769408,50.79985,10.25073,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2803048,47.73979,10.28087,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2836687,44.52806,10.23258,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2870327,41.8231,10.24977,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2903967,38.75071,10.25759,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2937606,35.24755,10.25287,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.2971246,32.15792,10.26794,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3004886,29.19126,10.24096,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3038525,26.0678,10.2415,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3072165,22.93994,10.23588,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3105804,20.08416,10.2691,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3139444,17.18484,10.28051,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3173084,13.73592,10.29953,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3206723,10.24434,10.30854,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3240363,7.539233,10.29909,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3274003,5.676944,10.34481,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3307642,3.449026,10.37839,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3341282,1.489809,10.37442,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3374922,-0.617485,10.36457,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3408561,-2.748936,10.32936,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3442201,-4.721902,10.30324,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3475841,-6.566336,10.27133,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.350948,-8.477841,10.23334,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.354312,-10.07231,10.26964,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.357676,-11.79823,10.26777,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3610399,-13.37714,10.24451,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3644039,-15.07572,10.23892,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3677679,-16.89502,10.25257,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3711318,-19.60436,10.26732,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3744958,-20.92667,10.27806,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3778598,-23.37363,10.22285,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3812237,-23.57305,10.20735,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3845877,-24.04487,10.23672,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
0.3879517,-24.4607,10.24279,41,wethyd,run_6,TZV2P-MOLOPT-GTH,PBE,603,1473,1475,single,93,True,Fatal error:\nPull reference distance for coordinate 3 (-0.000210) needs to be non-negative\n\n,Error.GmxError,1.398,0.138277,run_6/f-603/ixs-1473-1475/single/frame-93,GLY857,ALA858,1
